,CIDADE,QUANTIDADE,FORMATO
47381,Tustin,13.0,Triangle
47385,Chico,31.0,Fireball
47386,Sonoma,24.0,Light
47400,Carlsbad,39.0,Fireball
47413,Los Banos,19.0,Unknown
47447,Palm Springs,36.0,Light
47462,Indio,24.0,Fireball
47482,Mission Viejo,24.0,Other
47492,Tujunga,6.0,Unknown
47501,Murrieta,23.0,Unknown
47518,Weed,5.0,Triangle
47529,Oakley,16.0,Disk
47553,Atascadero,6.0,Light
47562,Eastvale,10.0,Fireball
47573,Sherman Oaks,22.0,Fireball
47576,Hollister,22.0,Formation
47580,Hollister,22.0,Triangle
47613,San Diego,277.0,Unknown
47623,Rio Del Mar,1.0,Triangle
47656,Sylmar,10.0,Fireball
47695,Boulder Creek,5.0,Sphere
47731,Aptos,6.0,Light
47734,Stockton,37.0,Flash
47749,Moorpark,6.0,
47760,Corte Madera,6.0,Disk
47816,Anaheim,62.0,Disk
47822,Montebello,9.0,Sphere
47826,Newman,1.0,Light
47828,Los Banos,19.0,Sphere
47829,Gustine,3.0,Circle
47830,Gustine,3.0,Diamond
47875,Tehachapi,8.0,Sphere
47876,Tehachapi,8.0,Sphere
47898,San Jose,160.0,Fireball
47902,Fairfield,31.0,Other
47915,Anaheim,62.0,Unknown
47920,Escondido,56.0,Light
47923,Crescent City,6.0,Circle
47929,Mount Shasta,8.0,Cigar
47936,Cerritos,8.0,Oval
47938,Azusa (East Fork),1.0,
47966,Dana Point,16.0,Light
47967,Anaheim,62.0,Egg
47970,Saugus,7.0,Fireball
47996,El Cajon,49.0,Sphere
48004,Mission Viejo,24.0,Chevron
48012,Carlsbad,39.0,Triangle
48022,Santa Barbara,54.0,Circle
48026,Trinidad,5.0,Light
48027,Cathedral City,15.0,Light
48028,Visalia,35.0,
48030,Westwood,4.0,Light
48031,Rough and Ready,2.0,
48033,Red Bluff,8.0,Fireball
48035,Paso Robles,13.0,Circle
48036,Bakersfield,63.0,Light
48037,Huntington Beach,64.0,Light
48039,Visalia,35.0,Flash
48040,Novato,11.0,Fireball
48041,Moreno Valley,26.0,Circle
48042,Clovis,29.0,Light
48043,Riverside,68.0,Cylinder
48052,La Mesa,19.0,Flash
48053,Martinez,15.0,Unknown
48055,San Bernardino,41.0,Light
48062,Reseda,11.0,Other
48064,Altadena,3.0,Sphere
48068,Manteca,15.0,Diamond
48074,Three Rivers,3.0,Cigar
48075,San Diego,277.0,Sphere
48080,Imperial Beach,8.0,Other
48082,Reseda,11.0,Changing
48086,Hollywood (near; in the valley off Hwy. 101),1.0,Light
48088,Big Sur,6.0,Disk
48115,Corona,54.0,Other
48119,Redlands,21.0,Cylinder
48137,Santa Rosa,67.0,Light
48138,Pleasanton,16.0,Light
48139,San Jose,160.0,Sphere
48201,Glendale,25.0,Cylinder
48309,Escalon,2.0,Disk
48318,Brawley,6.0,Light
48329,Los Angeles,254.0,Flash
48341,Oceanside,32.0,Circle
48346,Sacramento,177.0,Sphere
48355,Lancaster,30.0,Flash
48399,San Jose,160.0,Oval
48414,Fresno,96.0,Formation
48434,Apple Valley,17.0,Light
48444,Hollister,22.0,Sphere
48446,Moreno Valley,26.0,Light
48477,Cardiff by the Sea,1.0,Other
48482,La Habra,9.0,Circle
48494,San Diego,277.0,Sphere
48525,Sacramento,177.0,Circle
48542,Antioch,38.0,Teardrop
48543,Chico,31.0,Other
48561,Tarzana,7.0,Sphere
48567,Escondido,56.0,Teardrop
48568,Santee,10.0,Fireball
48577,Pomona,27.0,Sphere
48578,fort  bragg,1.0,Light
48618,San Francisco/Daly City,1.0,Sphere
48625,Fresno County,1.0,Other
48638,San Anselmo,10.0,Light
48651,Thousand Oaks,22.0,
48659,Baldwin Park,8.0,Light
48671,Buena Park,14.0,Oval
48688,Placerville,10.0,Sphere
48693,Daly City,10.0,Other
48696,Salinas,24.0,Light
48699,El Segundo,5.0,Unknown
48728,Cathedral City,15.0,Light
48733,Palm Desert,27.0,Light
48738,Anderson,12.0,Oval
48745,San Jose,160.0,Formation
48754,Culver City,11.0,Light
48789,Los Angeles,254.0,Sphere
48806,San Anselmo,10.0,Light
48813,Santa Barbara,54.0,Flash
48816,Fresno,96.0,Teardrop
48832,Huntington Beach,64.0,Circle
48840,Clovis,29.0,Sphere
48850,Fremont,27.0,Sphere
48862,San Francisco,125.0,Triangle
48868,Susanville,8.0,Light
48871,Madera,18.0,Circle
48872,Temple City/Arcadia,1.0,Circle
48896,Windsor,9.0,Light
48898,West Los Angeles,8.0,Triangle
48904,Oakland,49.0,Light
48911,Hollywood,15.0,Light
48932,San Jose,160.0,Teardrop
48936,Pine Mountain Club,2.0,Light
48940,Woodland Hills/Topaga,1.0,Light
48941,Pomona,27.0,Disk
48957,Fresno,96.0,Circle
48960,Fresno,96.0,Oval
48976,Lancaster,30.0,Light
48977,San Jacinto,15.0,Light
49000,Berry Creek,3.0,Triangle
49001,Long Beach,94.0,Changing
49008,Cathedral City,15.0,Circle
49030,Stanford,2.0,Cylinder
49032,Sacramento,177.0,Other
49033,Sacramento,177.0,Other
49036,Pomona,27.0,Circle
49040,Mariposa,5.0,Unknown
49056,San Jose,160.0,Formation
49060,San Diego,277.0,Light
49071,Los Angeles,254.0,Sphere
49108,Santa Barbara County,1.0,Circle
49109,Oxnard,40.0,Sphere
49110,Lennox,1.0,Fireball
49117,Sonoma,24.0,Light
49121,Santa Barbara,54.0,
49124,Glendale,25.0,Teardrop
49130,Potter Valley,1.0,Formation
49142,San Diego,277.0,Other
49146,Lancaster,30.0,Fireball
49169,Los Angeles,254.0,Light
49173,Rohnert Park,20.0,Circle
49182,Riverside,68.0,Triangle
49183,Santa Maria,20.0,Changing
49187,Hinkley,1.0,
49189,Play Vista/Marina del Rey,1.0,Fireball
49194,Orange,30.0,Fireball
49197,Rancho Santa Margarita,10.0,Changing
49210,Hidden Valley,1.0,Fireball
49212,Roseville,38.0,Fireball
49228,Torrance,33.0,Oval
49243,Salinas,24.0,Fireball
49252,Woodlake,1.0,Flash
49254,Duarte,4.0,Sphere
49261,Rancho Bernardo,5.0,Sphere
49262,Grover Beach,5.0,Light
49266,El Cerrito,5.0,Triangle
49277,Los Alamitos,2.0,Unknown
49302,North Sacramento,1.0,Unknown
49308,Stockton,37.0,Disk
49320,La Puente,13.0,Circle
49326,Oxnard,40.0,Light
49345,Santee,10.0,Other
49350,San Luis Obispo,14.0,
49355,Folsom,17.0,Other
49356,Vallejo,18.0,Circle
49358,San Mateo,11.0,Other
49359,Fairfield,31.0,Other
49374,Menifee,21.0,Changing
49376,Pico Rivera,9.0,Triangle
49378,Norwalk,21.0,Sphere
49413,Anaheim,62.0,Oval
49422,Madera,18.0,Oval
49453,La Quinta,6.0,Triangle
49456,Capitola,9.0,Cigar
49465,Irvine,55.0,Sphere
49484,Needles,4.0,Fireball
49505,Chino Hills,9.0,Fireball
49508,Anderson,12.0,Oval
49522,Rohnert Park,20.0,Light
49525,Tarzana,7.0,Oval
49536,Canyon Lake,7.0,Fireball
49543,Oxnard,40.0,Sphere
49560,Oakland,49.0,Oval
49561,Venice,19.0,Chevron
49564,Simi Valley,34.0,Fireball
49570,San Diego,277.0,Teardrop
49599,Cayucos,5.0,Sphere
49603,Shasta Lake,4.0,Fireball
49619,Temecula,48.0,Rectangle
49624,Rancho Cucamonga,32.0,Disk
49629,Anaheim,62.0,Sphere
49633,Tustin,13.0,Formation
49637,Wilmington,7.0,Other
49639,San Luis Obispo,14.0,Fireball
49657,Culver City,11.0,Light
49665,Menifee,21.0,Other
49666,Bonsall,3.0,Cigar
49685,La Canada,2.0,Sphere
49700,Lancaster,30.0,Unknown
49701,Los Angeles,254.0,Fireball
49703,Cambria,4.0,Light
49704,Palmdale,34.0,Disk
49709,Templeton,4.0,Triangle
49716,Los Angeles (Westlake Village),1.0,Unknown
49720,Fairfield,31.0,Other
49729,Glendora,10.0,Fireball
49732,Hollister,22.0,Cigar
49737,Vista,21.0,Light
49740,Nipomo,6.0,Diamond
49741,Vista,21.0,Fireball
49746,Irvine,55.0,Fireball
49754,North Hollywood,21.0,Circle
49755,Roseville,38.0,Fireball
49757,West Sacramento,7.0,Chevron
49761,Rancho Cordova,7.0,Triangle
49770,Fresno,96.0,Fireball
49772,Rancho Cordova,7.0,Triangle
49778,Fresno,96.0,Chevron
49779,Burbank,48.0,Sphere
49782,San Gabriel,7.0,Light
49786,Tracy,18.0,Circle
49793,Visalia,35.0,Formation
49801,Westminster,15.0,Light
49805,Manteca,15.0,Light
49810,Ventura,47.0,Diamond
49825,Lakeport,5.0,Oval
49843,Vista,21.0,Circle
49874,Rancho Cucamonga,32.0,Other
49895,Orange County (in southern part),1.0,Fireball
49904,Hemet,27.0,Other
49916,El Cajon,49.0,Circle
49923,Palm springs,1.0,Diamond
49924,Lakewood,15.0,Changing
49925,Sherman Oaks,22.0,Other
49926,Redondo Beach,26.0,Chevron
49927,Los Angeles,254.0,Unknown
49928,Riverside,68.0,Other
49929,San Fernando Valley,7.0,Circle
49930,Summerland,1.0,Changing
49931,Anaheim,62.0,Chevron
49935,South Lake Tahoe,10.0,
49943,Los Angeles,254.0,Sphere
49969,National City (Palm Ave.),1.0,Triangle
49970,National City,6.0,Triangle
49973,Yucaipa,14.0,Disk
49979,Mission Viejo,24.0,Fireball
49996,Mission Viejo (headed towards),1.0,Circle
50002,Palmdale,34.0,Oval
50008,Simi Valley,34.0,Sphere
50009,Montclair,5.0,Other
50011,Los Gatos,5.0,Oval
50014,Santa Rosa,67.0,Sphere
50037,Spring Valley,13.0,Triangle
50040,Westchester,2.0,Sphere
50085,Lancaster,30.0,Sphere
50088,Lincoln,16.0,Unknown
50095,Fairfield,31.0,Fireball
50102,Corte Madera,6.0,Disk
50105,Modesto,68.0,Light
50107,Oakland,49.0,Fireball
50117,Pacific Grove,7.0,Sphere
50121,Covina,20.0,Light
50126,Fremont,27.0,Light
50127,Malibu,14.0,Rectangle
50132,Folsom,17.0,Unknown
50152,Lakeport,5.0,Fireball
50159,Fresno,96.0,Light
50184,Los Angeles,254.0,Light
50210,Phelan,6.0,Cross
50220,Los Angeles,254.0,Cone
50231,Santa Rosa,67.0,Circle
50232,Lompoc,7.0,Light
50249,Simi Valley,34.0,Sphere
50257,Yucaipa,14.0,Other
50271,Baldwin Park,8.0,Oval
50307,Costa Mesa,19.0,Circle
50326,Indio,24.0,Diamond
50335,Sacramento,177.0,Sphere
50344,Whittier,29.0,Circle
50367,Newport Beach,27.0,Triangle
50368,Roseville,38.0,Light
50374,Rancho Cucamonga,32.0,Fireball
50377,Anderson,12.0,Fireball
50400,East Los Angeles,5.0,
50433,Diamond Bar,5.0,Other
50439,Seal Beach,10.0,Unknown
50453,Visalia,35.0,Circle
50456,Sonora,11.0,Other
50457,Oakland,49.0,Cigar
50465,Carlsbad,39.0,Fireball
50466,Montara,2.0,Diamond
50467,San Pedro,21.0,Other
50469,Montara,2.0,Unknown
50474,Folsom,17.0,Circle
50475,Buena Park,14.0,Unknown
50477,Watsonville,9.0,Triangle
50483,Arcadia,7.0,Other
50489,Highland,9.0,Fireball
50501,Sherman Oaks,22.0,Flash
50505,Fort Bragg,6.0,Fireball
50506,Fort Bragg,6.0,Light
50515,Torrance,33.0,Disk
50517,San Rafael,24.0,Other
50529,Woodland,12.0,Light
50537,Pacific Grove,7.0,Sphere
50540,Victorville,15.0,Light
50549,Oakland,49.0,Oval
50550,Oakland,49.0,Sphere
50564,San Jose,160.0,Circle
50568,Quincy,7.0,Rectangle
50570,Whittier,29.0,Fireball
50578,Rio Dell,2.0,Fireball
50580,Watsonville,9.0,Triangle
50582,La Puente,13.0,Formation
50586,Redlands,21.0,Circle
50593,Hemet,27.0,Flash
50605,Anaheim,62.0,Light
50607,Rancho Cucamonga,32.0,Other
50612,San Jose,160.0,Triangle
50621,Manhattan Beach,9.0,Changing
50632,Berkeley,23.0,Light
50647,Modesto,68.0,Light
50651,Blocksburg,2.0,Other
50654,Fontana,24.0,
50679,Seal Beach,10.0,Chevron
50681,Benicia,10.0,
50717,Truckee/Cisco Grove,1.0,Cylinder
50718,Mt. Shasta (above),1.0,Unknown
50724,Marina del Rey,7.0,Light
50735,Jackson,3.0,Light
50736,Sacramento,177.0,Circle
50737,Murrietta,1.0,Sphere
50741,Eastvale,10.0,Other
50764,Oroville,12.0,Circle
50767,Santa Clarita,18.0,Light
50789,Fortuna,5.0,Circle
50805,Fresno,96.0,Triangle
50811,Marina del Rey,7.0,Light
50820,Antioch,38.0,Circle
50828,Novato,11.0,Sphere
50831,Cerritos,8.0,Light
50838,Lake Elsinore,23.0,Teardrop
50839,San Diego,277.0,Light
50849,Perris,11.0,Other
50854,Encino,6.0,Changing
50855,Santa Ana,35.0,Diamond
50860,Santa Barbara,54.0,Light
50876,San Jose,160.0,Teardrop
50881,Costa Mesa,19.0,Light
50885,Lynwood,2.0,Changing
50886,Anderson,12.0,Light
50897,Solromar,1.0,Other
50901,San Jose,160.0,Fireball
50902,Encinitas Carlsbad,1.0,Triangle
50903,San Jose,160.0,Sphere
50911,West Covina,10.0,Oval
50929,Chula Vista,27.0,Light
50940,Cottonwood,5.0,Fireball
50952,San Francisco,125.0,Circle
50959,Highland Park,1.0,Circle
50978,Santa Maria,20.0,Other
50982,Valley Springs,5.0,Triangle
50984,Huntington Beach,64.0,Changing
50989,San Jose,160.0,Disk
51033,Ladera Ranch,1.0,Fireball
51040,Sacramento,177.0,Other
51050,Fairfield,31.0,Light
51058,Riverbank,7.0,Triangle
51060,Roseville,38.0,Light
51063,Petaluma,22.0,Circle
51064,Long Beach,94.0,Circle
51072,Merced,19.0,Other
51076,Van Nuys,19.0,Light
51082,Redwood City,12.0,Light
51099,Glendale,25.0,Changing
51113,Chico,31.0,Sphere
51140,Westport,1.0,Circle
51147,Truckee,5.0,Light
51157,Maywood,6.0,Disk
51203,Carlsbad,39.0,Circle
51215,San Jose,160.0,Changing
51216,San Jose,160.0,Other
51217,Burbank,48.0,Rectangle
51248,Desert Hot Springs,11.0,Circle
51249,Madera Ranchos,1.0,Cigar
51250,Los Angeles,254.0,Unknown
51252,Willows,3.0,Triangle
51254,Turlock,21.0,Light
51262,Huntington Beach,64.0,Light
51273,San Francisco,125.0,Light
51278,Temecula,48.0,Unknown
51284,Tehachapi,8.0,Teardrop
51288,Roseville,38.0,Fireball
51292,Somis,1.0,Circle
51302,Lucerne Valley,3.0,Unknown
51324,Benicia,10.0,Formation
51330,San Ramon,12.0,Flash
51331,Loma Linda,3.0,Rectangle
51346,Long Beach,94.0,Rectangle
51354,Vista,21.0,Flash
51371,Madera,18.0,Oval
51373,Martinez,15.0,Unknown
51384,Marina Del Rey,7.0,Triangle
51403,Sacramento,177.0,Egg
51405,Benicia,10.0,Other
51412,Berkeley (above),2.0,Formation
51437,Black Rock Campgroud Joshua tree,1.0,Triangle
51477,Kelseyville,6.0,Circle
51478,Kelseyville,6.0,Light
51497,Anaheim,62.0,Light
51515,Downey,14.0,Triangle
51519,Ocala,1.0,Circle
51555,Corona,54.0,Light
51556,Corona,54.0,Sphere
51560,La Jolla,15.0,Circle
51591,Caribou,1.0,Changing
51619,Sherman Oaks,22.0,Circle
51623,Emeryville,5.0,Sphere
51624,Hayward,26.0,Disk
51636,Fort Bragg,6.0,Unknown
51638,Laguna beach,1.0,Oval
51640,Oxnard,40.0,Circle
51675,Palm Springs,36.0,Triangle
51689,South Los Angeles,1.0,Light
51700,San Diego,277.0,Diamond
51708,Sunnyvale,10.0,Unknown
51711,Santa Rosa,67.0,Light
51716,San Francisco,125.0,Circle
51723,Rancho Mirage,5.0,Circle
51733,Malibu,14.0,Cigar
51736,Salinas,24.0,Changing
51742,Los Banos,19.0,Sphere
51751,Yountville,5.0,Light
51769,Sacramento,177.0,Sphere
51774,Granite Bay,7.0,Rectangle
51798,Orland,13.0,Light
51799,Vacaville,24.0,Unknown
51800,Galt,7.0,Fireball
51829,Geyserville,2.0,Circle
51830,Santa Rosa,67.0,Circle
51833,Big Bear Lake,1.0,Sphere
51835,Rohnert park,1.0,Circle
51870,Glendale,25.0,Disk
51877,West Sonoma County,1.0,Oval
51878,Rohnert Park,20.0,Oval
51893,Visalia,35.0,Disk
51898,Visalia,35.0,Disk
51907,San Rafael,24.0,Other
51914,Antioch,38.0,Triangle
51923,Oxnard,40.0,Sphere
51953,Santa Ana,35.0,Formation
51957,Temecula,48.0,Circle
51975,Reedley,1.0,Triangle
51976,Napa,28.0,Circle
52002,San Fernando Valley,7.0,Circle
52041,Clearlake,4.0,Circle
52058,San Bernardino,41.0,Oval
52064,San Bernardino/Highland,1.0,Rectangle
52065,San Bernardino,41.0,Rectangle
52072,Hesperia,13.0,Cigar
52078,Los Angeles,254.0,Light
52079,Fresno,96.0,Light
52080,Desert Hot Springs,11.0,Sphere
52081,Paramus,1.0,Unknown
52106,Stockton,37.0,Light
52138,Santa Rosa,67.0,Circle
52142,Walnut Creek,9.0,Light
52148,Sunnyvale,10.0,Circle
52184,Del Rosa/San Bernardino,1.0,Sphere
52194,San Fernando Valley,7.0,Disk
52200,Anaheim,62.0,Light
52248,Willemstad,1.0,Formation
52251,Santa Barbara,54.0,Circle
52254,Ventura,47.0,Circle
52262,San Pedro,21.0,Unknown
52267,Shell Beach,1.0,Circle
52291,Moro Bay,2.0,Sphere
52295,Newbury Park,6.0,Light
52296,Long Beach,94.0,Circle
52300,Rialto,13.0,Fireball
52311,Discovery Bay,5.0,Diamond
52312,Fairfield,31.0,Circle
52316,Catalina Island,1.0,Other
52337,Livermore,18.0,Cylinder
52348,Hanford,7.0,Rectangle
52384,Long Beach,94.0,Egg
52385,Long Beach,94.0,
52387,Santa Rosa,67.0,Circle
52402,Los Angeles,254.0,Changing
52403,La Mirada,9.0,Fireball
52432,Windsor,9.0,Light
52441,San Diego,277.0,Light
52458,Bakersfield,63.0,Fireball
52459,Bakersfield,63.0,Fireball
52481,San Jose,160.0,Light
52500,Reno,1.0,Formation
52533,Beaumont,5.0,Sphere
52541,Galt,7.0,Light
52599,Berkeley (above),2.0,Formation
52600,La Canada Flintridge,1.0,Light
52601,Tehachapi,8.0,Circle
52602,Avenal,2.0,Light
52622,Santa Barbara,54.0,Triangle
52640,Cobb,2.0,Circle
52652,Anaheim,62.0,Oval
52655,Santa Rosa,67.0,Light
52703,Stockton,37.0,Sphere
52721,Coalinga,9.0,Light
52727,San Francisco,125.0,Cylinder
52752,Salton City,1.0,Circle
52757,Ramona,7.0,Light
52759,San Bernardino,41.0,Other
52761,Chula Vista,27.0,Disk
52773,Antioch,38.0,Fireball
52796,Whittier,29.0,
52801,Antelope,10.0,Flash
52803,Irvine,55.0,Triangle
52806,Salinas,24.0,Light
52827,Highland,9.0,Triangle
52845,Aptos,6.0,Sphere
52868,Santa Maria,20.0,Fireball
52907,Rocklin,13.0,Triangle
52915,Santa Barbara,54.0,Circle
52936,Palm Springs,36.0,Circle
52938,Chico,31.0,Cone
52940,Rancho Palos Verdes,8.0,Triangle
52944,Bakersfield,63.0,Unknown
52952,Mount Shasta,8.0,Circle
52965,Palmdale,34.0,Triangle
52967,Escondido,56.0,Light
52973,Encinitas,16.0,Circle
52978,Torrance,33.0,Triangle
52980,Lakeport,5.0,Circle
52982,Sacramento,177.0,Fireball
53008,Monterey,25.0,Unknown
53010,Firebaugh/Mercey Hot Springs,1.0,Light
53021,Huntington Beach,64.0,
53038,Westminster,15.0,Teardrop
53039,Anaheim,62.0,Fireball
53065,Long Beach,94.0,Unknown
53067,Sebastopol,11.0,Light
53068,Lake Arrowhead,8.0,Unknown
53072,Lancaster,30.0,Circle
53085,Playa Vista,1.0,Flash
53097,Shafter,4.0,Fireball
53102,Buena Park,14.0,Other
53111,Porterville,20.0,Other
53122,Lancaster,30.0,Triangle
53124,San Bernardino,41.0,Fireball
53126,Anaheim,62.0,Other
53164,East Los Angeles,5.0,Triangle
53255,Whittier,29.0,Fireball
53259,San Mateo,11.0,Light
53275,Mira Loma,4.0,Light
53293,Redlands,21.0,Light
53294,Gilroy,12.0,Other
53298,Merced,19.0,Oval
53307,Carmichael,12.0,Disk
53328,Universal City,2.0,Other
53377,Madera,18.0,Triangle
53389,Long Beach,94.0,Oval
53399,Hemet,27.0,Light
53409,Chino,16.0,Changing
53427,San Diego,277.0,Fireball
53449,Pacifica/Daly City,1.0,Other
53504,Oakley,16.0,Fireball
53514,Pomona,27.0,Light
53516,El Monte,7.0,Other
53522,Culver City,11.0,Triangle
53553,South Gate,12.0,Other
53571,Los Angeles,254.0,Light
53572,Southgate,2.0,Cigar
53573,Oakdale,7.0,Disk
53582,Palm Spings,1.0,Other
53588,Pismo,4.0,Fireball
53592,Salton Sea,3.0,Circle
53615,Hesperia,13.0,Oval
53675,Laguna Beach,16.0,Cylinder
53681,Spring valley,1.0,Rectangle
53690,Manteca,15.0,Diamond
53693,Ventura,47.0,Light
53701,Stockton,37.0,Triangle
53705,Modesto,68.0,Light
53711,Lawndale,4.0,Light
53718,Long Beach,94.0,Formation
53719,Nipomo,6.0,Fireball
53727,Fremont,27.0,Light
53742,Marina del Rey/Playa Vista,1.0,Light
53746,Mt. Laguna,2.0,Oval
53749,Oxnard,40.0,Flash
53767,Goleta (Goleta Beach Park),1.0,Light
53771,East Palo Alto,1.0,Formation
53778,Antioch,38.0,Fireball
53791,Grass Valley,19.0,Oval
53804,Monterey Park,4.0,Unknown
53805,Monterey Park,4.0,Other
53834,Vallejo,18.0,Cone
53841,Chino Hills,9.0,Light
53850,N. Hollywood,3.0,Other
53851,Burbank,48.0,Triangle
53858,Antioch,38.0,Light
53859,Santa Cruz,35.0,Fireball
53873,Fresno (north of; on I-5),1.0,Chevron
53875,South Gate,12.0,Fireball
53877,Hayward,26.0,Circle
53900,Modesto,68.0,Diamond
53919,Buena Park,14.0,Light
53927,San Diego,277.0,Oval
53979,Ventura,47.0,Unknown
53990,Signal hill,1.0,Fireball
53992,Long Beach,94.0,Light
53993,Los Angeles,254.0,Light
54000,Hesperia,13.0,Fireball
54006,Los Angeles,254.0,Light
54013,Oceanside (viewing east county),1.0,Changing
54021,Sacramento,177.0,Light
54022,Warner Springs,3.0,Fireball
54023,Palm Desert,27.0,Fireball
54034,Fontana,24.0,Circle
54038,Garden Grove,30.0,Unknown
54067,Norwalk,21.0,Other
54071,Oceanside,32.0,Light
54073,San Clemente,24.0,Formation
54075,Paradise,6.0,Light
54076,Yucca Valley,6.0,Triangle
54077,Long Beach,94.0,Light
54091,Los Angeles,254.0,Light
54093,San Bernardino,41.0,Light
54094,Paso Robles,13.0,Light
54098,Los Angeles,254.0,Teardrop
54109,Loomis,1.0,Triangle
54115,Campbell,16.0,Sphere
54121,Clovis,29.0,Light
54129,Fontana,24.0,Circle
54132,Southgate,2.0,Formation
54134,Rocklin,13.0,Light
54136,Temecula,48.0,Light
54139,San Clemente,24.0,Unknown
54158,Corte Madera,6.0,Sphere
54163,San Carlos,5.0,Light
54168,Marin County,1.0,Cylinder
54171,San Jose,160.0,Light
54174,Novato,11.0,Cigar
54183,Fairfield,31.0,Circle
54208,Manhattan Beach,9.0,
54230,Carpinteria,5.0,Formation
54246,Roseville,38.0,Formation
54247,Moro Bay,2.0,Other
54260,Roseville,38.0,Oval
54265,Tehachapi,8.0,Disk
54266,San Jose,160.0,Changing
54278,Sherman Oaks,22.0,Chevron
54284,Modesto,68.0,Light
54288,Hayward,26.0,Changing
54293,San Diego,277.0,
54295,Madera,18.0,Light
54300,Loma Linda,3.0,Unknown
54314,Orange,30.0,Sphere
54315,Los Angeles,254.0,Circle
54317,Yucca Valley,6.0,Disk
54320,Sacramento,177.0,Circle
54363,Roseville,38.0,Sphere
54365,Roseville,38.0,Oval
54378,El Soreno,1.0,Cigar
54384,Imperial Beach,8.0,Triangle
54389,Downey,14.0,Unknown
54393,Calabasas,5.0,Light
54395,Los Angeles,254.0,Other
54420,South Gate,12.0,Oval
54480,Antioch,38.0,Light
54483,Santa Maria,20.0,Fireball
54493,San Jose,160.0,Chevron
54500,Woodland,12.0,Other
54511,Oceano,3.0,Rectangle
54512,Cambria,4.0,Other
54522,Red Bluff,8.0,Cone
54544,Anaheim,62.0,Light
54557,Campbell,16.0,Fireball
54578,Trinidad,5.0,Other
54600,Hayward,26.0,Formation
54609,Petaluma,22.0,Light
54622,Los Olivos,1.0,Circle
54644,Salton Sea,3.0,Circle
54649,Malibu,14.0,Oval
54670,San Diego,277.0,Oval
54675,Encinitas,16.0,Triangle
54680,Escondido,56.0,Light
54705,Signal Hill,2.0,Triangle
54726,Lynwood,2.0,Oval
54727,Baldwin Park,8.0,Cross
54735,Sacramento,177.0,Sphere
54753,Diamond Bar,5.0,Light
54760,Santa Rosa,67.0,Fireball
54766,San Diego,277.0,Other
54776,Los Angeles,254.0,Other
54783,Modesto,68.0,Light
54787,North Hollywood,21.0,Unknown
54807,Avocado Heights,1.0,Sphere
54808,San Rafael,24.0,Sphere
54809,Yountville,5.0,Fireball
54810,Idyllwild,3.0,Fireball
54811,Seal Beach,10.0,Fireball
54843,Madera,18.0,Light
54846,Sacramento,177.0,Flash
54860,Anaheim,62.0,Light
54868,Sunnyvale,10.0,Circle
54869,Salinas,24.0,Fireball
54870,San Luis Obispo,14.0,Oval
54871,Paso Robles,13.0,Light
54873,Modesto,68.0,Circle
54885,San Dimas,11.0,Formation
54891,Williams,2.0,Other
54919,Venice beach,1.0,Circle
54949,Roseville,38.0,Disk
54952,Bakersfield,63.0,Other
54959,Modesto,68.0,Light
54961,Sacramento,177.0,Oval
54988,Roseville (west of),1.0,Unknown
55013,Santa Ana,35.0,Oval
55021,Long Beach,94.0,Flash
55027,Cypress,4.0,Cone
55028,Clairemont,1.0,Sphere
55031,Orange,30.0,Other
55032,Fall River Mills,2.0,Flash
55034,Mountain View,8.0,Light
55036,Placentia,9.0,Diamond
55041,Organ House,1.0,Changing
55061,Vacaville,24.0,Fireball
55070,Carlsbad,39.0,Triangle
55079,Norwalk,21.0,Other
55084,Morgan Hill,11.0,Light
55093,Oxnard,40.0,Fireball
55097,Lakewood,15.0,Fireball
55103,Lincoln,16.0,Light
55105,Moorpark,6.0,Triangle
55119,Diamond Bar,5.0,Changing
55128,Lakewood,15.0,Fireball
55131,Laytonville,2.0,Light
55137,Santa Rosa,67.0,Cross
55145,Pacoima,4.0,Disk
55151,Martinez,15.0,Triangle
55162,Fresno,96.0,Teardrop
55163,Fresno,96.0,Teardrop
55164,Los Alamos,3.0,Fireball
55166,Near Woody,1.0,Circle
55179,Redlands (heading nw),1.0,Unknown
55207,Escondido,56.0,Triangle
55221,Saratoga,3.0,Light
55238,Armona,2.0,Light
55239,Crescent City,6.0,Triangle
55243,Winchester (French Valley),1.0,Light
55245,San Diego,277.0,Circle
55259,Chula Vista,27.0,Triangle
55260,Copperopolis,1.0,Light
55264,Magalia,3.0,Flash
55286,Barstow,10.0,Cigar
55289,Arroyo Grande,7.0,Changing
55301,Montague,2.0,Light
55305,Torrance,33.0,Light
55308,Sonoma,24.0,Other
55312,Imperial Beach,8.0,Fireball
55340,Loleta,2.0,Triangle
55344,Willits,6.0,Fireball
55367,Sears Point Raceway,1.0,Diamond
55374,Torrance,33.0,Other
55375,Los Angeles,254.0,Light
55387,Fresno,96.0,Other
55392,Orange,30.0,Circle
55415,San Diego,277.0,Chevron
55417,Rohnert Park,20.0,Teardrop
55437,Auburn,14.0,Sphere
55449,Vannuys,1.0,Egg
55451,sacramento,1.0,Chevron
55455,Rosemead,4.0,Light
55513,San Diego,277.0,Egg
55523,Tustin,13.0,
55525,Oakley,16.0,Other
55543,Ocean Beach,4.0,Rectangle
55554,Sacramento,177.0,Oval
55556,Ripon,3.0,Flash
55569,Bakersfield,63.0,Circle
55590,Rosamond,13.0,Unknown
55591,Covina,20.0,Circle
