,CIDADE,QUANTIDADE,FORMATO
35890,"Huntington,beach",1.0,Diamond
35895,Escondido,56.0,Circle
35939,Elk Grove,33.0,Cigar
35947,Temecula,48.0,Circle
35961,Palm Springs,36.0,Light
35963,Tracy,18.0,Oval
35972,Newbury Park,6.0,Light
35976,Cardiff,2.0,Sphere
35977,Oceanside,32.0,Other
35978,Hercules,3.0,Sphere
35984,Bay Point,2.0,Light
35988,Santa Monica,23.0,Triangle
36003,Ventura,47.0,Unknown
36008,Placerville,10.0,Circle
36010,Ventura/Oxnard,1.0,Light
36013,Weed,5.0,Disk
36039,Imperial Beach,8.0,Fireball
36048,Los Angeles,254.0,Fireball
36065,Livermore,18.0,Other
36071,Sacramento,177.0,Circle
36080,San Francisco,125.0,Triangle
36082,Torrance,33.0,Light
36083,Burbank,48.0,Sphere
36085,Redlands,21.0,Light
36091,Redwood City,12.0,Cigar
36092,Los Alamitos/Cypress,1.0,Fireball
36094,San Francisco,125.0,Fireball
36095,Santa Barbara,54.0,Unknown
36098,Indian Wells,2.0,Sphere
36104,Fairfield,31.0,Triangle
36113,La Puente,13.0,Light
36125,Redwood City,12.0,Triangle
36132,Huntington Beach,64.0,Unknown
36149,Hilmar,1.0,Triangle
36152,Simi Valley,34.0,Light
36159,Oceanside,32.0,Light
36166,Ridgecrest,24.0,Sphere
36171,Fresno,96.0,Light
36176,Pacific Grove,7.0,Other
36178,Palm Springs,36.0,Formation
36188,San Jose,160.0,Light
36189,San Jose,160.0,Formation
36190,San Diego,277.0,Changing
36191,Santee,10.0,Light
36192,Lakeside,17.0,Formation
36200,Los Banos (near; on Interstate 5),1.0,Circle
36206,Fresno,96.0,Light
36211,Sacramento,177.0,Fireball
36220,Tracy,18.0,Fireball
36228,Point Richmond,2.0,Triangle
36237,Sacramento,177.0,Fireball
36241,San Francisco,125.0,Cylinder
36253,Chino Hills,9.0,Diamond
36255,La Mirada,9.0,Flash
36256,Palmdale,34.0,Light
36263,Moorpark,6.0,Light
36264,San Luis Obispo,14.0,Disk
36275,Porterville,20.0,Circle
36331,Sacramento,177.0,Circle
36332,Orange,30.0,Light
36335,Lake Shasta,2.0,Fireball
36355,Borrego Springs,5.0,Rectangle
36363,Santa Barbara,54.0,Light
36373,Palm Desert,27.0,Fireball
36380,Los Angeles,254.0,Unknown
36392,Sacramento,177.0,Triangle
36395,Hayward,26.0,Changing
36406,Fall River Mills,2.0,Sphere
36407,Oceanside,32.0,Fireball
36423,Paso Robles,13.0,Rectangle
36424,Oakley,16.0,Light
36434,West Sacramento,7.0,Oval
36443,North Hollywood,21.0,Triangle
36467,Clovis,29.0,Other
36470,Pala,1.0,Fireball
36484,Fresno,96.0,Circle
36502,San Diego,277.0,Light
36505,Oxnard,40.0,Fireball
36513,San Diego,277.0,Other
36519,San Francisco,125.0,Sphere
36525,Irvine,55.0,Oval
36531,South Gate,12.0,Fireball
36533,Granite Bay,7.0,Fireball
36543,Los Angeles,254.0,Oval
36553,Norwalk,21.0,Oval
36557,Los Angeles,254.0,Triangle
36563,Laguna Niguel,17.0,Other
36570,Upper Lake,1.0,Light
36571,Palm Desert,27.0,Changing
36589,Santee,10.0,Disk
36590,San Francisco,125.0,Light
36602,Corralitos,1.0,Unknown
36611,Sacramento,177.0,
36619,Huntington Beach,64.0,Fireball
36635,Sacramento,177.0,Light
36650,Marina Del Rey,7.0,Fireball
36652,Mission Viejo,24.0,Sphere
36657,Huntington Beach,64.0,Triangle
36669,Venice,19.0,Fireball
36671,Santa Maria,20.0,Teardrop
36687,Grass Valley,19.0,Other
36688,Collegeville,1.0,Unknown
36701,San Francisco,125.0,Fireball
36702,Hacienda Heights,2.0,Light
36714,Vallejo,18.0,Other
36733,Kelseyville,6.0,Unknown
36755,Covina,20.0,Oval
36763,Alpine,2.0,Other
36780,Santa Cruz,35.0,Light
36788,Escalon,2.0,Light
36793,Temecula,48.0,Circle
36800,Hemet,27.0,Fireball
36804,Palo Alto,11.0,Cylinder
36826,Baker,2.0,Fireball
36828,Los Angeles,254.0,Circle
36834,Seal Beach,10.0,Sphere
36835,Big Bear,3.0,Light
36840,Santee,10.0,Circle
36848,Eureka,19.0,Light
36856,San Bernardino,41.0,Circle
36858,Citrus Heights,17.0,Fireball
36859,Los Angeles,254.0,Unknown
36876,Yorba Linda,12.0,Light
36885,Mt. Shasta,2.0,Sphere
36903,West Sacramento,7.0,Unknown
36904,San Francisco,125.0,Light
36906,El Cajon,49.0,Triangle
36915,Westminster,15.0,Light
36938,West Sacramento,7.0,Unknown
36941,Long Beach,94.0,Circle
36949,Blythe,6.0,Sphere
36993,Merced,19.0,Fireball
37010,Menifee,21.0,Light
37025,Garden Grove,30.0,Diamond
37036,Firebaugh,3.0,Unknown
37037,Thousand Oaks,22.0,Flash
37043,Santa Cruz,35.0,Fireball
37046,Palm Desert,27.0,Rectangle
37048,San Luis Obispo,14.0,Disk
37055,Citrus Heights,17.0,Fireball
37061,Fowler,2.0,Cylinder
37062,Pittsburg,12.0,Circle
37075,San Diego,277.0,Sphere
37086,Rancho Mirage,5.0,Flash
37095,City Height,1.0,Triangle
37101,Cayucoc,1.0,Fireball
37117,San Jose,160.0,Diamond
37128,Napa,28.0,Sphere
37148,Coloma,2.0,Cylinder
37149,W. Sacramento,5.0,Cylinder
37154,San Francisco,125.0,Other
37210,Los Angeles,254.0,Fireball
37211,Sylmar,10.0,Fireball
37213,Bakersfield,63.0,Cigar
37216,Los Angeles,254.0,Circle
37232,Fresno,96.0,Light
37240,Long Beach,94.0,Sphere
37247,Citrus Heights,17.0,Fireball
37253,Sacramento,177.0,Unknown
37272,Cloverdale,6.0,Light
37273,Commerce,2.0,Egg
37274,Elk Grove,33.0,Circle
37279,San Ramon,12.0,Oval
37284,Riverside,68.0,Changing
37324,Oakland,49.0,Cigar
37357,El Dorado Hills,5.0,Light
37365,Lemoore,6.0,Cross
37368,Anaheim,62.0,Fireball
37386,Van Nuys,19.0,Fireball
37405,San Marcos,13.0,Light
37415,Acton,2.0,Flash
37417,Auburn,14.0,Other
37443,Castiac,2.0,Circle
37452,Pinon,1.0,Light
37472,Moreno Valley,26.0,Sphere
37482,Lancaster,30.0,Circle
37490,Pico Rivera,9.0,Oval
37494,Santa Monica,23.0,Formation
37496,West Point,1.0,Oval
37497,El Monte,7.0,Flash
37502,Susanville,8.0,Triangle
37515,Roseville,38.0,Triangle
37524,Temecula,48.0,Circle
37531,Mission Viejo,24.0,Formation
37566,Selma,3.0,Light
37571,Oroville,12.0,Disk
37579,South Gate,12.0,Circle
37581,Baldwin Park,8.0,Changing
37582,W. Sacramento,5.0,Unknown
37590,Mission Viejo,24.0,Unknown
37591,San Rafael/Novato,1.0,Triangle
37595,Shasta Lake,4.0,Light
37609,Hayfork,2.0,Fireball
37614,Taft,7.0,Unknown
37616,Daly City/Pacifica,1.0,
37617,Irvine,55.0,Sphere
37653,Eastvale,10.0,Light
37681,Valley Village,5.0,Sphere
37689,Chatsworth,9.0,Light
37704,Elk Grove,33.0,Circle
37705,W. Sacramento,5.0,Unknown
37720,Anaheim,62.0,Light
37742,San Marcos,13.0,Triangle
37743,Blythe,6.0,Sphere
37749,Elk Grove,33.0,Circle
37759,Manhattan Beach,9.0,Cigar
37765,Sacramento,177.0,Circle
37805,San Diego,277.0,Fireball
37874,Carlsbad,39.0,Oval
37891,Mojave,9.0,Triangle
37902,Simi Valley,34.0,Circle
37918,W. Sacramento,5.0,Unknown
37936,Redding,46.0,Light
37970,Elk Grove,33.0,Light
37994,Scotts Valley,1.0,Sphere
38003,San Anselmo,10.0,Oval
38026,Temecula,48.0,Light
38048,Modesto,68.0,Sphere
38065,Los Angeles,254.0,Sphere
38091,Orange,30.0,Light
38112,Loma Rica,2.0,Light
38118,Fairfax to Woodacre,1.0,Light
38138,South Gate,12.0,Light
38144,Kerman,3.0,Unknown
38152,Riverbank,7.0,Flash
38156,Berkeley,23.0,Unknown
38170,Napa,28.0,Fireball
38171,Monterey,25.0,Disk
38208,Oakland,49.0,Light
38233,Vallejo,18.0,Flash
38239,Foster City,4.0,Formation
38271,Torrance,33.0,Unknown
38305,Pasadena,26.0,Triangle
38352,Mission Viejo,24.0,Light
38372,Los Angeles,254.0,Circle
38412,Santa Ana,35.0,Light
38413,Dana Point,16.0,Formation
38420,Fresno,96.0,Light
38422,Hollister,22.0,Triangle
38424,Pleasant Hill,5.0,Other
38449,Huntington Beach,64.0,Fireball
38482,Los Angeles,254.0,Fireball
38488,Fairfirld,1.0,Disk
38490,Santa Barbara,54.0,Changing
38505,San Rafael,24.0,Other
38508,Lancaster,30.0,Flash
38521,Temecula,48.0,Circle
38524,Ontario,12.0,Disk
38528,La Mesa,19.0,Flash
38538,San Gabriel,7.0,Fireball
38542,San Marcos,13.0,Light
38562,San Diego (Pacific Beach),1.0,Circle
38564,Bakersfield,63.0,Triangle
38566,Ceres,5.0,Triangle
38590,Santa Clara,17.0,Circle
38601,Mission Viejo,24.0,Circle
38634,Bakersfield,63.0,Light
38653,Tahoe City,4.0,
38657,Corte Madera,6.0,Light
38665,Lakewood,15.0,Light
38678,San Diego,277.0,Formation
38681,San Diego (north of),1.0,Circle
38690,Hanford,7.0,Sphere
38692,Lincoln,16.0,Triangle
38696,Salinas (~1 hour past; on Hwy 101),1.0,Cylinder
38704,Yucaipa,14.0,Circle
38714,Folsom,17.0,Chevron
38725,San Jose,160.0,Other
38769,Sacramento,177.0,Oval
38794,Merced,19.0,Circle
38796,Merced,19.0,Circle
38802,Los Angeles,254.0,Circle
38808,San Diego,277.0,Circle
38823,Tustin,13.0,Disk
38852,Redondo Beach,26.0,Oval
38854,Desert Center,7.0,Unknown
38863,Lassen National Forest,1.0,Unknown
38871,Rancho Cucamonga,32.0,Rectangle
38885,Lawndale,4.0,Egg
38888,Los Angeles,254.0,Sphere
38894,Turlock,21.0,Light
38918,Santa Barbara,54.0,Light
38923,Clovis,29.0,Light
38947,San Jose,160.0,Fireball
38948,Monrovia,8.0,Light
38949,Fresno,96.0,Light
38956,Cayucos,5.0,Fireball
38960,San Diego,277.0,Other
38972,Panoche (near; on I-5),1.0,Cone
38986,Sacramento,177.0,Fireball
39009,Hesperia,13.0,Triangle
39012,San Francisco,125.0,Sphere
39014,Cathedral City,15.0,Unknown
39046,San Diego,277.0,Fireball
39047,San Clemente,24.0,Unknown
39084,Sant Monica,1.0,Circle
39099,Moreno Valley,26.0,Light
39112,Whittier,29.0,Light
39113,Northridge,8.0,Fireball
39116,Los Angeles,254.0,Light
39117,Palm Springs,36.0,Flash
39127,Lawndale,4.0,Fireball
39154,Turlock,21.0,Light
39162,Chicago Park,1.0,Flash
39164,Alameda,11.0,Unknown
39165,Turlock,21.0,Chevron
39187,Newport Beach,27.0,Triangle
39195,Marin/San Rafael,1.0,Disk
39243,Prunedale,3.0,Fireball
39252,Carmichael,12.0,Formation
39257,Healdsburg,7.0,Unknown
39264,Sacramento,177.0,Sphere
39265,Sacramento,177.0,Formation
39293,Tulare,6.0,Light
39389,Clearlake Oaks,1.0,Diamond
39397,Riverside,68.0,Circle
39411,San Diego,277.0,Unknown
39413,Burbank,48.0,Changing
39415,Windsor,9.0,Light
39438,East Los Angeles,5.0,Circle
39478,Morro Bay,3.0,Fireball
39503,Dana Point,16.0,Fireball
39510,Santa Barbara,54.0,Triangle
39511,Pacoima,4.0,Circle
39512,Sebastopol,11.0,Changing
39522,Moreno Valley,26.0,Light
39524,Capitola,9.0,Fireball
39534,San Miguel,1.0,Triangle
39541,Cupertino,5.0,Unknown
39551,St. Helena,1.0,Flash
39552,Pine Mountain Club,2.0,Unknown
39557,Hemet,27.0,Light
39564,Napa,28.0,Other
39577,San Diego,277.0,Light
39587,Lincoln,16.0,Flash
39594,Fresno,96.0,Sphere
39598,Petaluma,22.0,Circle
39607,Petaluma,22.0,Circle
39616,San Diego/Pacific Beach,1.0,Fireball
39637,Hemet,27.0,Unknown
39658,Sacramento,177.0,Changing
39660,Los Banos,19.0,Triangle
39661,Whittier,29.0,Circle
39666,Susanville,8.0,Cigar
39671,Campbell,16.0,Fireball
39675,San Diego,277.0,Light
39680,Malibu,14.0,Diamond
39682,Santa Ana,35.0,Light
39689,Fresno,96.0,Oval
39695,Palm Desert,27.0,Oval
39699,Laguna Beach,16.0,Light
39702,Redding,46.0,Circle
39734,Costa Mesa,19.0,Oval
39748,Santa Barbara (north of),1.0,Triangle
39772,Los Angeles,254.0,Light
39774,Santa Cruz,35.0,Cigar
39777,Torrance,33.0,Diamond
39782,San Diego,277.0,Light
39786,Modesto,68.0,Flash
39787,Palo Alto,11.0,Disk
39804,San Diego,277.0,Fireball
39805,San Clemente,24.0,Light
39811,Sacramento,177.0,Light
39813,Santa Cruz,35.0,Circle
39817,Milford,2.0,Disk
39834,Pasadena,26.0,Light
39870,Calabasas,5.0,Other
39878,Thousand Oaks,22.0,Cigar
39880,Los Angeles,254.0,Rectangle
39887,Playa Del Rey,3.0,Flash
39903,Beverly Hills,5.0,Circle
39915,Rosamond,13.0,Formation
39928,Cedarville,3.0,Light
39939,Pasadena,26.0,Fireball
39953,Cedarville,3.0,Light
39954,Mercey Hot Springs/Firebaugh,4.0,Light
39966,Kerman,3.0,Unknown
39978,San Rafael,24.0,Formation
39979,Auburn,14.0,Unknown
40019,Stockton,37.0,Light
40045,Palm Desert,27.0,Light
40064,Los Angeles,254.0,Disk
40092,Pinecrest/Sonora,1.0,Unknown
40093,Antelope,10.0,Cylinder
40099,Vista,21.0,Oval
40110,San Jose,160.0,Other
40111,Lakeside,17.0,Circle
40120,Sacramento,177.0,Circle
40130,Sacramento,177.0,Light
40133,Reseda,11.0,Sphere
40143,Beale AFB,2.0,Sphere
40145,Fremont,27.0,Other
40150,Point Arena,2.0,Triangle
40157,Oakland,49.0,Light
40195,Orangevale,9.0,Formation
40196,Orangevale,9.0,Fireball
40234,Orangevale (Sacramento),1.0,Sphere
40255,Winterhaven,1.0,Light
40323,Redondo Beach,26.0,Oval
40334,Old Station,2.0,Triangle
40355,Los Angeles,254.0,Oval
40356,Torrance,33.0,Sphere
40370,Aptos,6.0,Disk
40371,Encinitas,16.0,Circle
40424,Fowler,2.0,Rectangle
40431,Diamond Springs,2.0,Circle
40443,Fresno,96.0,Oval
40464,La Habra,9.0,Circle
40468,San Francisco,125.0,Sphere
40487,Cobb Mountain,1.0,Fireball
40490,Bakersfield,63.0,Circle
40520,Oakley,16.0,Fireball
40521,Oakley,16.0,Fireball
40534,Carmichael,12.0,Oval
40560,Tustin,13.0,Disk
40585,Gilroy,12.0,Light
40600,Azusa,11.0,Circle
40626,Hollister,22.0,Circle
40636,Irvine,55.0,Cigar
40640,Corona,54.0,Light
40641,San Clemente,24.0,Light
40678,Monrovia,8.0,Light
40684,Bakersfield,63.0,Triangle
40686,San Jose,160.0,Other
40687,Antioch,38.0,Circle
40702,Pinole,3.0,Light
40706,Santa Paula,6.0,
40727,San Diego,277.0,Light
40744,Poway,8.0,Light
40745,Santa Barbara,54.0,Light
40758,Hollister,22.0,Triangle
40781,Fresno,96.0,Light
40792,Laguna Niguel,17.0,Rectangle
40797,San Diego,277.0,Fireball
40862,Rancho Santa Margarita,10.0,Light
40866,Santa Rosa,67.0,Sphere
40878,Yuba City,10.0,Sphere
40881,Los Angeles,254.0,Fireball
40887,Lincoln,16.0,Sphere
40890,Marina Del Rey,7.0,Cross
40908,Spring Valley,13.0,Sphere
40919,Oxnard,40.0,Diamond
40923,Porterville,20.0,Circle
40925,Burbank,48.0,Other
40928,Roseville,38.0,Circle
40944,Sacramento,177.0,Light
40948,Long Beach,94.0,Disk
41008,Olivehurst,4.0,Fireball
41043,Santa Monica,23.0,Cylinder
41051,Antioch,38.0,Light
41068,La Conchita,2.0,Other
41069,La Conchita,2.0,Other
41083,Santa Barbara,54.0,Flash
41088,Desert Center,7.0,Light
41089,San Diego County,1.0,Fireball
41091,San Pedro,21.0,Flash
41095,Bonsall,3.0,Formation
41097,Los Angeles,254.0,Disk
41098,Whittier,29.0,Light
41107,Marina Del Ray,1.0,Oval
41110,Vallejo,18.0,Triangle
41122,San Francisco (on Bay Bridge),1.0,Flash
41135,Clearlake,4.0,Triangle
41136,Escondido,56.0,Unknown
41141,Napa,28.0,Circle
41143,West Oakland,1.0,Changing
41183,Manteca,15.0,Unknown
41184,Port of Long Beach,1.0,Circle
41187,Discovery Bay,5.0,Oval
41188,West Hills,6.0,Light
41193,Port Hueneme,5.0,Light
41199,Santa Rosa,67.0,Triangle
41230,Lake Elsinore,23.0,Other
41231,Pismo,4.0,Egg
41233,Lake Elsinore,23.0,Sphere
41245,Roseville,38.0,Other
41255,San Francisco,125.0,Light
41258,San Francisco,125.0,Sphere
41264,Stockton,37.0,Formation
41277,South El Monte,2.0,Sphere
41292,Santa Barbara,54.0,Light
41293,Eastvale,10.0,Formation
41296,Hesperia,13.0,Light
41300,Palm Desert,27.0,Diamond
41307,La Jolla,15.0,Light
41315,Fallbrook,11.0,Circle
41319,Auburn,14.0,Circle
41320,Pleasanton,16.0,Unknown
41322,Santa Cruz,35.0,Fireball
41324,San Diego,277.0,Chevron
41327,Pacifica,8.0,Light
41328,Sebastopol,11.0,Light
41333,In-flight (Danver to Los Angeles),1.0,Light
41344,Los Angeles/Silver Lake,1.0,Fireball
41347,San Diego,277.0,Fireball
41349,San Diego,277.0,Circle
41351,San Diego,277.0,Fireball
41380,Monterey Bay area,1.0,Triangle
41384,Los Gatos,5.0,Flash
41385,Maywood,6.0,Formation
41388,Studio City,9.0,Circle
41390,Modesto,68.0,Sphere
41401,Moreno Valley,26.0,Light
41407,Anaheim Hills/Yorba Linda/Imperial Blvd close to 91 freeway,1.0,Unknown
41411,Santa Rosa,67.0,Formation
41415,Fallbrook,11.0,Light
41417,Salinas,24.0,Light
41423,Vista,21.0,Triangle
41435,Compton,6.0,Fireball
41442,Los Angeles,254.0,Cigar
41454,Borrego Springs (near),1.0,Sphere
41458,Sacramento,177.0,Triangle
41463,Santa Cruz/Pescadero,1.0,Fireball
41469,Huntington Beach,64.0,Light
41471,Sacramento,177.0,Fireball
41476,Yountville,5.0,Triangle
41481,Hayward,26.0,Light
41489,Calabasas,5.0,Circle
41491,San Jose,160.0,Light
41502,Los Angeles,254.0,Unknown
41504,San Diego,277.0,Circle
41506,Culver City,11.0,Other
41514,Garden Grove,30.0,Teardrop
41529,Upland California,2.0,Cross
41530,Upland California,2.0,Cross
41548,Saratoga,3.0,Sphere
41552,Laguna Woods,5.0,Circle
41555,Oceanside,32.0,Fireball
41559,Watsonville,9.0,Chevron
41574,Orange,30.0,Circle
41578,San Jose (??),1.0,Light
41594,Oakland,49.0,Triangle
41595,San Rafael,24.0,Light
41601,Richmond,12.0,Triangle
41603,Burbank,48.0,Light
41625,Santa Paula,6.0,Light
41626,San Anselmo,10.0,Circle
41630,Stockton,37.0,Light
41641,Santa Rosa,67.0,Light
41650,Lancaster,30.0,Cylinder
41651,San Jacinto,15.0,Formation
41660,San Jose,160.0,Light
41671,San Juan Capistrano,8.0,Sphere
41686,Sacramento,177.0,Changing
41691,Escondido,56.0,Sphere
41692,Rosamond,13.0,Light
41693,Sacramento,177.0,Unknown
41696,Ojai,9.0,Cylinder
41705,Santa Maria/Orcutt,1.0,Fireball
41711,Ontario,12.0,Fireball
41722,San Francisco,125.0,Diamond
41736,Daly City,10.0,Light
41750,Firebaugh,3.0,Circle
41751,Escondido,56.0,Light
41754,Canyon Lake,7.0,Circle
41756,Garden Grove,30.0,Light
41766,San Jose,160.0,Formation
41775,Covina,20.0,Oval
41787,Brea,7.0,Other
41811,Redondo Beach,26.0,Changing
41815,Fremont,27.0,Light
41827,Wildomar,9.0,Circle
41837,Napa,28.0,Light
41839,Yuba City,10.0,Circle
41841,Garden Grove,30.0,Light
41847,Oroville,12.0,Formation
41850,Vacaville,24.0,Sphere
41860,Laguna Beach,16.0,Circle
41865,Daly City,10.0,
41869,La Jolla,15.0,Other
41878,Solana Beach,3.0,Light
41888,Pomona,27.0,Sphere
41896,Simi Valley,34.0,Sphere
41940,Los Angeles,254.0,Fireball
41942,Thousand Oaks,22.0,Changing
41944,Antioch,38.0,Circle
41945,La Mesa,19.0,Sphere
41949,Oakley,16.0,Chevron
41961,Sherman Oaks,22.0,Light
41965,Signal Hill,2.0,
41999,Orange,30.0,Diamond
42016,Santa Clarita,18.0,Circle
42029,Elk Grove,33.0,Flash
42032,Sultana,1.0,Circle
42042,Hayward,26.0,Oval
42051,Rancho Palos Verdes,8.0,Light
42052,Alameda,11.0,Diamond
42060,San Clemente,24.0,Circle
42075,Hollister,22.0,Sphere
42079,Irvine,55.0,Triangle
42085,Santa Cruz,35.0,Light
42089,Desert Hot Springs,11.0,Diamond
42111,Campbell,16.0,Other
42133,Arbuckle,3.0,Sphere
42137,Walnut Creek/Concord,1.0,Unknown
42140,Eureka,19.0,Light
42144,Los Angeles,254.0,Other
42149,Marysville,9.0,Circle
42157,Vacaville,24.0,Light
42161,Oakley,16.0,Disk
42163,Mariposa,5.0,Circle
42168,Thousand Oaks,22.0,Light
42173,Sacramento,177.0,Triangle
42189,El Cajon,49.0,Other
42198,Walnut,3.0,Circle
42200,Redwood Valley,3.0,Changing
42205,Carlsbad,39.0,Circle
42210,Pleasanton,16.0,Fireball
42220,Westminster,15.0,Light
42235,Willits,6.0,Fireball
42241,Tujunga,6.0,Sphere
42251,Santa Ana,35.0,Light
42259,Desert Center,7.0,Sphere
42269,Menifee,21.0,Sphere
42297,Campbell,16.0,Fireball
42306,Dana Point,16.0,Sphere
42310,El Dorado Hills,5.0,Light
42339,Carson,6.0,Sphere
42376,Palo Alto,11.0,Formation
42379,Sun Valley,6.0,Light
42383,Palmdale,34.0,Fireball
42390,Napa,28.0,Circle
42393,Newport Beach,27.0,Fireball
42394,Mercey Hot Springs/Firebaugh,4.0,Light
42399,Placentia,9.0,Rectangle
42403,Placentia,9.0,Rectangle
42405,Huntington Beach,64.0,
42408,San Pedro,21.0,Sphere
42413,Dumont Dune National Park,1.0,Other
42414,Los Angeles,254.0,Other
42419,Encinitas,16.0,Changing
42420,Alta Loma,3.0,Circle
42434,San Rafael,24.0,Formation
42446,San Francisco,125.0,Changing
42447,San Rafael,24.0,Formation
42448,San Rafael,24.0,Light
42450,Morgan Hill,11.0,Light
42453,San Diego,277.0,Light
42463,Santa Rosa,67.0,
42466,Corona,54.0,Other
42468,Lodi,15.0,Rectangle
42469,Pleasanton,16.0,Oval
42482,Long Beach,94.0,Light
42494,Auburn,14.0,Formation
42495,Moreno Valley,26.0,Fireball
42501,Marina del Rey,7.0,Light
42506,Huntington Beach,64.0,Light
42508,Morgan Hill,11.0,Cigar
42514,Berkeley,23.0,Light
42523,Riverside,68.0,Sphere
42525,Tarzana,7.0,Light
42543,San Diego,277.0,Unknown
42546,Gilroy,12.0,Formation
42547,Mentone,1.0,Formation
42549,Placentia,9.0,Rectangle
42551,La Mesa,19.0,Formation
42553,Lake Elsinore,23.0,Fireball
42565,Reseda,11.0,Circle
42568,Eastvale,10.0,Fireball
42572,Temecula,48.0,Light
42573,South El Monte,2.0,Sphere
42576,Santa Clara,17.0,Sphere
42583,Burbank,48.0,Sphere
42585,Corona,54.0,Circle
42589,Patterson,9.0,Sphere
42591,Modesto,68.0,Circle
42594,Livermore,18.0,Light
42602,Rohnert Park,20.0,Sphere
42613,Moreno Valley,26.0,Light
42621,Bakersfield,63.0,Light
42622,Sacramento,177.0,Unknown
42624,Milpitas,9.0,Light
42672,El Cajon,49.0,Unknown
42673,Fresno,96.0,Light
42676,El Cajon,49.0,Unknown
42685,Milpitas,9.0,Unknown
42689,Firebaugh (near),1.0,Formation
42703,San Jose,160.0,Light
42705,Blythe,6.0,Triangle
42706,Fresno,96.0,Unknown
42709,Sacramento,177.0,Circle
42714,Los Angeles,254.0,Circle
42716,Balboa Island,1.0,Circle
42717,Antelope,10.0,Circle
42718,Temple City,2.0,Diamond
42730,Victorville,15.0,Light
42737,San Diego,277.0,Other
42740,Newport Beach,27.0,Circle
42757,Stockton,37.0,Light
42758,Chico,31.0,Light
42760,Stockton,37.0,Circle
42766,Sacramento (east),1.0,Light
42769,Fresno,96.0,Unknown
42778,Oakland,49.0,Unknown
42786,Thousand Oaks,22.0,Formation
42790,Eastvale,10.0,Fireball
42797,Monrovia,8.0,Unknown
42801,Fresno,96.0,Sphere
42808,Cornell,1.0,Changing
42811,Venice,19.0,Circle
42812,Porterville,20.0,Disk
42814,Tehama,1.0,Chevron
42823,Riverbank,7.0,Light
42830,Bakersfield,63.0,Triangle
